game_episode,end_x,end_y
153374_27,31.040277,67.02872
153374_28,91.87869,49.06771
153374_30,75.93681,3.3186512
153374_31,86.897675,8.764163
153374_32,31.068802,65.27642
153374_33,93.70424,31.43859
153374_36,82.202866,60.244606
153374_37,63.25042,19.454273
153374_38,93.05,9.57114
153374_39,43.172325,65.2429
153374_40,45.526394,65.41894
153374_41,83.31528,22.082039
153374_43,87.10885,58.34535
153374_44,77.895,13.0188265
153374_45,87.28788,10.443903
153374_46,41.957146,58.98133
153374_47,57.3974,9.3611145
153374_48,86.48127,39.23153
153374_49,77.182594,63.30434
153374_50,56.54474,7.498004
153374_51,86.79102,47.375786
153374_52,84.63435,60.822094
153374_53,49.134262,9.459734
153374_54,69.8275,3.2455933
153374_55,42.715538,65.37111
153374_56,14.435432,65.27653
153374_57,19.905071,63.38871
153374_58,87.78723,45.97718
153374_59,79.046974,35.506187
153374_61,87.052246,43.708794
153374_62,92.1001,64.30692
153374_63,64.801926,6.452932
153374_64,90.7488,10.266008
153374_65,85.04879,57.09185
153374_66,45.377922,3.0664992
153374_67,87.193016,24.474712
153374_68,80.87954,20.71056
153374_69,94.813515,28.030102
153374_71,79.19338,8.381351
153374_73,78.60852,27.507572
153374_74,82.8371,5.6175957
153374_75,86.64882,7.2230277
153374_76,90.935745,4.730859
153374_77,86.39479,1.8987964
153374_79,71.89052,10.159408
153374_80,81.90265,58.69306
153374_82,35.671745,9.57687
153374_83,87.07779,28.641773
153374_84,87.8976,41.406567
153374_85,28.400549,43.27345
153375_1,63.44472,63.2453
153375_2,40.894367,48.1591
153375_3,77.6546,63.416767
153375_5,97.82556,49.295464
153375_6,29.70665,6.4407434
153375_7,87.013535,45.241814
153375_8,86.287186,48.38858
153375_9,90.24009,40.822483
153375_10,76.3157,62.805054
153375_11,50.498383,31.686657
153375_12,81.34595,63.160583
153375_13,41.27825,52.610363
153375_14,34.120384,6.264594
153375_15,55.155132,60.998558
153375_16,79.82806,64.44015
153375_17,19.509548,56.816235
153375_18,73.78906,6.6952004
153375_19,78.62058,6.6128206
153375_20,82.02502,13.587628
153375_21,79.629654,37.137295
153375_22,92.109085,3.0455582
153375_23,41.847107,3.018374
153375_24,84.41029,20.193415
153375_25,91.40944,8.099109
153375_26,74.31527,59.66814
153375_27,53.14318,52.394867
153375_28,50.791256,13.157901
153375_29,77.630066,62.90801
153375_30,75.039566,6.0004973
153375_32,45.71047,8.606569
153375_33,78.86589,33.951447
153375_35,49.789318,61.26815
153375_36,93.488594,51.48545
153375_39,66.418564,61.976917
153375_40,57.606148,11.476248
153375_41,71.24231,61.255493
153375_42,25.773966,3.5794559
153375_43,34.924496,3.7375824
153375_44,83.19171,17.740532
153375_45,28.321558,4.9621253
153375_46,36.826534,54.982533
153375_47,51.508656,59.443188
153375_48,79.86342,9.177936
153375_49,90.04143,53.309948
153375_50,47.613625,63.52019
153375_51,85.56584,37.342857
153375_53,79.72489,56.298866
153375_54,90.48094,54.260426
153375_55,16.145458,59.70711
153375_56,70.56786,56.165855
153375_57,27.228601,62.196117
153375_58,89.5057,3.1524968
153375_59,28.466045,58.64518
153375_60,54.321404,58.257545
153375_61,46.31487,64.1649
153375_62,71.60372,61.43636
153375_63,46.707207,60.566883
153375_65,49.637,59.437756
153375_66,15.964734,7.8737655
153375_67,69.903015,7.1296797
153375_68,53.908558,14.263316
153375_69,72.56093,60.65755
153375_70,89.22947,26.87643
153375_71,83.37691,62.6466
153375_72,83.40285,56.930775
153375_73,90.42668,17.422285
153375_77,80.56105,6.353305
153375_78,92.802605,18.499933
153375_79,80.832596,12.563757
153375_80,88.80925,8.29207
153375_82,15.2076645,63.272633
153375_83,81.57187,23.828585
153375_84,86.687584,53.3758
153376_1,41.518257,61.62145
153376_2,89.18958,34.48813
153376_3,73.696075,7.3081956
153376_4,91.20581,8.282777
153376_5,71.357864,38.833866
153376_6,81.72661,11.369629
153376_7,87.27693,12.208788
153376_8,81.030624,7.4944906
153376_9,89.37982,18.354946
153376_10,91.70897,53.496986
153376_11,79.86873,65.873024
153376_12,79.49118,6.9818063
153376_13,93.68366,6.60271
153376_15,27.101181,36.358757
153376_16,79.96834,59.075294
153376_18,68.616974,8.671184
153376_19,84.4329,53.695984
153376_22,58.545124,58.519646
153376_23,89.690056,7.7436867
153376_24,61.596313,15.164218
153376_25,58.66178,21.80127
153376_26,67.95166,3.571666
153376_27,73.908035,5.363555
153376_28,36.68728,3.677695
153376_29,86.09474,8.573634
153376_30,78.479965,58.39562
153376_31,77.20636,63.897087
153376_33,68.999405,58.137463
153376_34,91.05785,12.281923
153376_35,89.11957,62.856262
153376_36,76.444954,44.987556
153376_39,91.57118,57.98359
153376_40,84.76511,7.454156
153376_41,35.401558,53.95992
153376_42,38.460438,32.15612
153376_43,91.23167,9.030672
153376_44,96.51703,20.854816
153376_47,91.29552,10.763642
153376_48,75.05127,61.250683
153376_49,39.33201,57.53078
153376_50,44.580734,18.369
153376_51,30.345806,24.587431
153376_52,84.61481,26.228296
153376_53,66.9504,61.19239
153376_54,87.844765,8.532156
153376_55,81.62533,20.409893
153376_56,101.081184,34.67212
153376_57,41.83288,5.064566
153376_60,25.498089,56.144432
153376_61,64.097305,3.8323379
153376_62,76.20039,59.52146
153376_63,27.737793,13.5186405
153376_64,64.36986,63.154285
153376_65,89.55327,10.125308
153376_66,46.41191,30.56312
153376_67,83.307175,5.969672
153376_68,44.954506,2.3891244
153376_69,41.992424,62.88672
153376_70,20.666004,63.76235
153376_71,64.77216,62.2192
153376_72,83.00224,24.2649
153376_73,94.75323,4.9357157
153376_75,87.174644,1.1462587
153376_76,96.58927,32.74439
153376_77,52.346386,52.339424
153376_78,84.02254,3.5218978
153376_79,97.59441,11.55357
153376_80,36.57057,51.500805
153376_81,71.64787,5.4504795
153376_82,83.13681,13.639369
153376_83,81.494,25.367533
153376_84,14.881053,65.27737
153376_85,52.261574,4.0043993
153376_86,85.03525,13.6308775
153376_87,80.70023,61.605072
153376_88,89.094826,20.976904
153376_89,55.68919,49.715218
153377_1,75.302574,51.307545
153377_2,70.00007,63.770367
153377_3,50.492134,3.2140708
153377_7,92.065735,49.38987
153377_8,95.90962,35.74399
153377_9,28.965897,65.44696
153377_10,20.546543,65.20446
153377_11,79.78705,54.63739
153377_12,65.14517,52.17386
153377_13,46.055054,44.349796
153377_14,54.665882,63.68269
153377_15,16.97017,62.253845
153377_16,79.44699,53.17138
153377_17,82.97701,21.557474
153377_18,28.205725,63.703766
153377_19,10.193762,2.560615
153377_20,42.03341,12.152348
153377_21,35.43161,5.248047
153377_22,84.53725,5.3225055
153377_23,43.000366,5.784417
153377_24,90.47817,49.562508
153377_25,69.39068,13.503575
153377_26,71.3669,23.92764
153377_27,77.5969,6.1581726
153377_28,53.80252,41.76058
153377_29,89.40185,49.18129
153377_30,36.920364,64.105835
153377_31,72.77934,25.52795
153377_32,78.94185,3.590377
153377_33,6.543574,2.5522466
153377_34,93.43599,50.000343
153377_35,76.0792,31.871296
153377_36,53.073944,43.85469
153377_37,90.98808,23.596212
153377_38,68.52962,65.194046
153377_39,14.311945,3.9909096
153377_40,11.448569,59.55719
153377_41,22.495052,5.6486464
153377_42,82.50231,8.123186
153377_43,43.000557,62.991505
153377_44,92.87303,54.55147
153377_45,82.64323,2.1925018
153377_46,23.671488,27.325476
153377_47,51.40907,24.175335
153377_48,38.22908,63.469353
153377_49,80.0203,38.010155
153377_50,59.18103,55.087566
153377_51,54.549152,6.3122168
153377_52,68.00261,8.756081
153377_53,47.516724,33.90261
153377_54,62.3799,62.038383
153377_55,67.36387,4.6359453
153377_56,89.04469,11.306189
153377_58,58.086823,63.1408
153377_59,51.947884,4.8516583
153377_60,73.44618,58.160988
153377_63,73.92647,60.6263
153377_64,88.37204,7.302991
153377_65,77.16777,13.058737
153377_66,83.2755,51.991528
153377_67,88.437996,36.441162
153377_68,44.01484,5.8587785
153377_69,73.52497,6.1132956
153377_70,90.98077,17.54048
153377_72,37.27087,8.350638
153377_73,85.69462,15.277901
153377_74,60.070934,60.613995
153378_1,71.21872,4.999898
153378_2,39.86228,64.24851
153378_3,80.804726,8.542495
153378_4,79.04295,9.31469
153378_5,88.941284,3.5821972
153378_6,97.58354,35.97181
153378_8,44.801594,37.02863
153378_9,79.52699,6.250096
153378_11,49.497013,57.081825
153378_12,68.43188,5.8479586
153378_13,62.428383,27.83613
153378_14,91.679596,8.978169
153378_15,77.3727,16.521004
153378_16,36.118217,65.00946
153378_17,85.77336,7.4257026
153378_18,85.47365,6.624682
153378_19,88.91893,57.326405
153378_20,93.830124,35.54311
153378_21,54.83947,5.225427
153378_22,52.314617,3.9596794
153378_23,89.279526,33.974937
153378_24,86.97107,56.807312
153378_25,40.797752,7.726641
153378_26,71.03689,6.408737
153378_27,84.389725,9.802267
153378_28,89.83705,5.242898
153378_29,93.43564,12.884694
153378_30,78.05614,65.72483
153378_31,52.142906,7.3218217
153378_32,21.11431,3.4975476
153378_33,78.14136,22.92622
153378_34,65.13153,63.88984
153378_35,42.29576,12.877281
153378_36,53.895638,3.9607863
153378_37,77.92133,8.720179
153378_38,65.518875,4.069615
153378_39,23.158913,61.458427
153378_40,94.746284,41.882454
153378_41,90.48982,31.059982
153378_42,72.71327,63.069542
153378_43,93.58173,43.12197
153378_44,29.69049,61.969322
153378_45,82.096664,9.037199
153378_46,90.72833,29.683767
153378_47,29.025156,10.155299
153378_48,65.573906,7.1224794
153378_49,18.322647,65.79001
153378_50,54.60951,65.41455
153378_51,73.34956,49.55532
153378_52,91.85331,39.597256
153378_53,68.504105,63.242756
153378_55,87.41649,9.031279
153378_56,73.16118,6.1313124
153378_58,22.808521,3.8146615
153378_59,76.805504,64.085556
153378_60,18.060003,3.9006958
153378_61,47.044003,54.33665
153378_62,87.498634,17.519844
153378_64,57.75658,8.028595
153378_65,33.674145,63.845886
153378_66,49.737713,55.869396
153378_67,87.50252,6.8679376
153378_69,32.079876,18.000359
153378_70,88.9886,53.37539
153378_71,86.15467,63.32727
153378_72,77.79566,9.6514435
153378_73,47.69752,63.663445
153378_74,83.62972,52.54174
153378_75,82.74755,49.116596
153378_76,89.524666,17.560595
153378_77,96.69747,46.417408
153378_78,75.88535,2.9858189
153378_79,84.42947,7.194346
153378_80,71.91474,45.302685
153378_81,91.84515,6.282756
153378_82,26.506968,18.18408
153378_83,57.072857,8.41868
153378_84,89.710495,12.316931
153378_85,61.664024,1.950876
153378_86,50.547554,8.90061
153378_87,69.92528,32.994514
153378_88,10.402998,3.285211
153378_89,29.109196,6.0379705
153378_90,46.304268,63.81598
153378_91,36.759552,8.941264
153378_92,34.855675,65.159744
153378_93,67.98509,10.094504
153379_1,37.057964,4.1138673
153379_2,78.16797,47.522
153379_3,68.19332,5.6144075
153379_4,42.19997,4.3104315
153379_5,23.184902,2.0093265
153379_6,33.376602,54.781116
153379_7,93.60327,34.942944
153379_9,71.42324,7.026204
153379_11,56.58827,63.556835
153379_12,88.48157,63.88217
153379_13,89.22306,17.456806
153379_15,84.81901,60.6745
153379_16,34.304256,54.004677
153379_17,45.473534,30.959799
153379_18,92.76708,37.4271
153379_19,61.853065,24.08223
153379_20,58.993153,26.580252
153379_21,87.45935,59.300243
153379_22,48.731575,59.603615
153379_23,49.95279,62.36561
153379_24,70.711716,8.863148
153379_25,36.524017,65.12534
153379_26,57.605186,19.31119
153379_27,53.569435,42.467262
153379_29,15.567398,3.201432
153379_30,63.740547,21.696423
153379_31,33.110725,3.59268
153379_32,45.974636,2.687821
153379_33,42.304726,64.00932
153379_34,49.35131,5.090835
153379_35,75.44884,23.273127
153379_36,56.976006,48.75637
153379_37,48.71625,22.8414
153379_38,36.70191,6.953192
153379_39,57.016468,10.159666
153379_40,81.43267,59.399353
153379_41,41.933643,14.252879
153379_42,52.88842,22.369865
153379_43,52.1299,25.447094
153379_44,59.183327,6.0818877
153379_45,59.08805,8.783838
153379_46,40.844673,59.050087
153379_47,64.93456,12.856961
153379_48,35.310196,4.57154
153379_49,37.89756,4.1804533
153379_50,30.779026,28.49239
153379_51,75.8861,34.73719
153379_52,74.51035,19.913267
153379_54,24.246853,11.541046
153379_55,46.659542,58.388958
153379_56,52.81308,50.853703
153379_57,85.68827,49.85852
153379_58,62.235004,10.591201
153379_59,22.39593,6.0739493
153379_60,38.983006,58.226562
153379_61,66.06344,4.1914244
153379_62,52.964375,31.033676
153379_63,90.702,46.852352
153379_64,68.39809,8.78821
153379_65,64.357605,62.516956
153379_66,82.61925,7.193854
153379_67,88.64293,51.488525
153379_68,67.75602,8.125975
153379_69,49.607903,13.847054
153379_70,73.65175,54.854744
153379_71,93.06887,52.03193
153379_72,74.08334,61.659595
153379_73,37.169594,2.6282086
153379_74,39.526314,65.19977
153379_75,89.09524,16.53827
153379_76,69.02913,64.38885
153379_77,88.595695,24.228447
153379_78,81.91442,61.759193
153379_79,72.44742,47.44803
153379_80,77.86445,13.334976
153379_81,41.650654,46.15908
153379_82,79.452866,13.706334
153379_84,68.244736,19.179209
153379_87,56.55125,55.99074
153379_88,98.662186,25.360508
153379_89,88.98047,21.125254
153379_90,38.255234,9.7647
153379_91,89.51997,31.244404
153379_92,89.22017,53.904175
153379_93,96.75347,42.769417
153379_94,88.839806,58.840527
153379_96,38.82839,11.559902
153379_97,85.600914,31.95964
153379_98,62.8291,60.154686
153379_100,82.41838,59.372528
153380_1,54.91674,5.089532
153380_2,69.83653,58.620476
153380_3,35.064697,60.405994
153380_4,72.58189,62.191864
153380_5,54.50528,34.277603
153380_6,79.525734,56.033398
153380_8,86.89338,35.17641
153380_9,96.13446,26.930578
153380_10,21.328388,4.74421
153380_11,52.802742,66.55921
153380_12,79.884445,60.57356
153380_13,81.34909,51.064175
153380_15,43.094994,25.746576
153380_16,66.65647,64.34486
153380_17,80.76821,48.910755
153380_18,94.04392,39.101063
153380_20,90.982635,6.4630547
153380_21,37.95833,7.356246
153380_22,64.198875,1.806729
153380_23,72.86381,5.06548
153380_24,62.704933,62.451607
153380_25,84.58778,59.02909
153380_26,20.268827,7.7967973
153380_27,55.8177,63.038677
153380_28,75.34865,5.367066
153380_29,42.02021,8.059917
153380_30,82.39915,8.37659
153380_31,52.89736,44.32043
153380_32,87.25452,35.89963
153380_33,48.637676,4.472114
153380_34,36.404552,2.5001502
153380_35,88.89225,53.239616
153380_36,19.68681,1.5149618
153380_37,77.11363,5.1190825
153380_38,85.541695,3.289172
153380_39,81.42002,6.1990523
153380_40,27.666073,6.689183
153380_41,62.63816,22.69968
153380_42,81.58588,8.996437
153380_44,85.63533,53.83965
153380_45,48.24506,20.506565
153380_46,89.663086,59.73272
153380_47,84.75735,17.720905
153380_48,95.07503,7.606585
153380_49,85.283615,52.002857
153380_50,88.05602,50.315514
153380_52,70.971794,57.636833
153380_53,65.86641,37.453438
153380_54,78.51447,3.6269372
153380_55,81.28023,34.68479
153380_57,66.59395,49.842464
153380_58,89.99912,49.448864
153380_59,60.76861,64.641396
153380_61,80.756165,50.68265
153380_62,68.46054,62.0071
153380_63,42.24032,6.0600886
153380_64,63.431377,4.589611
153380_65,74.564445,9.187206
153380_66,70.75793,15.642267
153380_67,90.566025,53.56762
153380_68,69.1776,5.731007
153380_69,71.029884,59.53249
153380_70,44.481964,26.817875
153380_71,62.933704,53.470264
153380_72,72.914925,57.416553
153380_74,96.34367,16.069954
153380_75,64.12581,58.220634
153380_76,88.470856,47.11528
153380_77,62.38526,10.858114
153380_78,55.728596,63.80384
153380_79,39.75798,2.5176473
153380_80,56.84369,35.598022
153380_81,75.0828,19.095686
153380_82,93.353546,27.037708
153380_83,55.816486,35.996487
153380_84,68.65915,5.732342
153380_85,57.148277,4.206525
153380_86,82.909645,48.406563
153380_87,82.739914,53.842964
153380_88,17.976595,2.6879177
153380_89,91.23385,28.990686
153380_90,83.05821,4.969992
153380_91,83.20979,44.69461
153380_92,43.059635,51.005318
153380_93,70.41823,41.99743
153380_94,66.856476,63.484474
153380_95,86.09213,22.792788
153380_96,57.65584,48.08251
153380_97,68.0077,1.8963153
153380_98,91.2127,26.894476
153380_99,61.87786,56.920826
153380_100,42.759197,65.53986
153380_101,79.49742,45.66288
153380_102,79.10511,28.558237
153380_103,47.689907,65.502106
153380_104,48.40052,65.39053
153380_105,92.048294,16.536432
153380_106,81.751686,62.125835
153380_107,75.51394,10.831963
153381_1,52.067066,3.8565383
153381_2,66.31488,63.675385
153381_3,72.25161,66.75919
153381_4,33.593727,9.252343
153381_5,89.81481,13.8548155
153381_6,81.64308,50.683968
153381_7,74.41158,28.71635
153381_8,24.647121,14.18527
153381_10,56.79243,29.81726
153381_11,46.88741,66.433105
153381_12,38.92345,24.101368
153381_13,78.19826,61.268036
153381_14,90.289474,63.38374
153381_16,71.903854,49.98841
153381_17,39.45791,5.822789
153381_18,69.459984,54.240196
153381_21,46.898216,57.036003
153381_22,47.77694,3.5307941
153381_23,38.49878,62.347717
153381_24,46.35497,62.81919
153381_25,91.722824,8.115555
153381_26,68.31448,30.77477
153381_27,9.675301,8.009668
153381_28,87.172874,15.881128
153381_29,79.459816,46.449715
153381_30,85.78966,5.7066183
153381_31,57.260876,52.693115
153381_32,28.977493,6.174165
153381_33,46.314274,59.438805
153381_34,28.9791,12.01436
153381_35,77.78023,6.5348063
153381_36,96.35475,35.906303
153381_37,87.95257,57.374214
153381_39,83.45802,4.827049
153381_41,84.41322,59.32194
153381_42,76.08498,17.174295
153381_43,76.47458,41.42157
153381_44,85.043594,45.19196
153381_45,38.295464,6.1625657
153381_46,54.72341,63.343872
153381_47,61.720867,6.8135123
153381_48,45.964653,9.433495
153381_49,88.21344,31.269276
153381_50,33.560417,6.4999323
153381_51,86.99338,23.205256
153381_52,82.89582,18.434107
153381_55,63.746094,44.57913
153381_57,88.9933,47.2594
153381_58,71.81764,35.345814
153381_59,90.071335,12.183147
153381_60,56.79412,62.42755
153381_61,66.329445,57.914265
153381_62,92.44924,56.406822
153381_63,91.22939,36.663063
153381_64,45.772827,14.25528
153381_65,43.462532,63.25953
153381_66,78.60155,30.53392
153381_67,80.51491,56.283783
153381_68,75.670494,56.675556
153381_70,69.44367,3.543548
153381_71,90.914764,46.183987
153381_72,29.456507,42.30412
153381_73,55.772438,61.526115
153381_74,73.68677,53.32065
153381_75,75.428955,19.318235
153381_76,88.50802,18.10431
153381_79,10.325608,2.654917
153381_80,85.61441,44.575935
153381_82,90.271194,14.799356
153381_83,89.99359,10.684732
153381_84,71.216675,6.6978045
153381_85,84.144,60.291393
153381_88,76.252754,3.2031207
153381_89,86.57926,10.968922
153381_90,54.418648,7.076043
153381_92,42.64103,30.23013
153381_93,97.68154,23.357172
153381_94,91.195175,6.8433123
153381_95,87.75322,28.344044
153381_96,76.32117,54.905663
153382_1,52.934166,57.469013
153382_2,28.735748,61.16341
153382_3,65.00855,9.164912
153382_4,70.68466,46.165157
153382_5,84.38619,7.91916
153382_6,89.76256,3.2830791
153382_7,88.31913,60.073418
153382_8,78.376465,48.06713
153382_10,87.90006,61.274933
153382_11,26.112799,9.819841
153382_12,31.282444,3.379081
153382_13,81.70517,59.31557
153382_14,76.04944,62.694305
153382_15,19.839867,3.8650947
153382_16,28.015676,5.205286
153382_17,92.35159,45.642933
153382_18,46.354107,59.199665
153382_19,78.72417,60.09436
153382_20,76.60193,34.912354
153382_22,84.44033,61.548656
153382_23,68.983246,5.52065
153382_24,83.67296,44.19538
153382_25,28.587505,65.73831
153382_26,48.012714,55.973976
153382_27,34.34748,53.681072
153382_28,76.47445,50.87043
153382_29,68.14162,62.742138
153382_30,91.807594,40.193592
153382_31,88.96568,46.674183
153382_32,63.69997,46.53915
153382_34,90.5916,20.787098
153382_35,80.66595,58.626045
153382_36,89.53522,45.863617
153382_37,74.93546,42.662224
153382_38,65.06016,5.7996674
153382_39,15.457469,17.391865
153382_40,58.177055,65.91029
153382_41,95.883896,28.240368
153382_42,93.891106,10.714766
153382_43,37.028564,45.70102
153382_44,59.019726,30.60017
153382_45,69.589005,1.2199771
153382_47,85.439186,60.967957
153382_49,55.79191,8.812704
153382_50,42.48471,62.437805
153382_51,25.054209,37.083324
153382_52,78.00094,29.918957
153382_53,67.29782,19.16424
153382_54,94.07162,42.806526
153382_55,72.88878,22.798115
153382_56,53.673523,11.303922
153382_57,49.554874,5.478893
153382_58,69.58049,5.9538903
153382_59,46.797417,12.309317
153382_63,49.89523,61.40275
153382_64,95.06173,60.23719
153382_65,21.90555,62.11013
153382_66,91.41729,54.682262
153382_67,90.31081,9.151934
153382_68,69.10277,5.4399734
153382_70,86.92973,3.518219
153382_71,88.68786,60.200897
153382_72,46.422855,8.415972
153382_73,86.94412,56.248547
153382_75,36.808437,5.489402
153382_76,59.49831,49.49584
153382_77,30.970432,65.4146
153382_78,88.247574,49.421406
153382_80,76.08197,9.1696005
153382_81,91.080795,46.232483
153382_82,93.82567,30.688267
153382_83,91.76875,18.1591
153382_84,93.854065,30.400127
153382_85,62.491432,57.10919
153382_87,90.96664,22.602335
153382_88,64.19126,59.663628
153382_89,26.620214,55.117493
153383_1,93.210304,57.390667
153383_2,36.570393,59.875965
153383_4,30.996807,2.867719
153383_5,69.13417,11.268675
153383_6,88.916336,7.6074076
153383_7,88.75629,9.042205
153383_8,36.337517,60.32366
153383_9,89.989456,17.269817
153383_10,95.214195,41.560528
153383_11,70.567535,62.722485
153383_13,46.53644,4.799468
153383_14,68.28878,5.542068
153383_15,91.141785,16.907948
153383_16,69.386406,3.8131187
153383_17,56.660225,50.718487
153383_18,65.57001,56.82903
153383_19,87.224686,58.53343
153383_20,57.90984,3.938385
153383_21,50.235508,13.440691
153383_22,68.89987,62.51358
153383_23,80.6221,9.546843
153383_24,69.50633,64.20475
153383_25,78.781876,61.05086
153383_26,32.25715,12.400113
153383_27,83.95461,53.301514
153383_28,70.15617,10.356462
153383_29,83.53237,46.097233
153383_30,55.418037,42.151863
153383_31,69.148476,62.39497
153383_32,26.735584,26.533054
153383_34,68.74929,4.9185586
153383_35,79.946266,34.08686
153383_36,96.91286,17.355644
153383_37,57.62911,6.6826525
153383_38,70.14862,5.155074
153383_39,51.01983,63.701824
153383_40,62.444763,3.850505
153383_41,38.883553,10.553398
153383_42,52.068916,61.19889
153383_43,24.71997,2.3309677
153383_44,73.30996,64.55129
153383_45,85.988655,53.670105
153383_46,58.30481,38.426216
153383_47,95.126686,38.90849
153383_48,87.13068,55.030525
153383_49,75.506615,4.441556
153383_50,49.64778,64.651505
153383_51,46.05812,64.97835
153383_53,87.50774,19.41563
153383_54,37.215126,3.951345
153383_55,22.80901,63.618187
153383_56,90.70663,13.711052
153383_57,78.8276,10.107735
153383_58,46.631207,58.714306
153383_59,75.97666,60.450752
153383_60,60.261116,2.323154
153383_62,78.381516,61.20647
153383_64,91.06953,55.35943
153383_65,46.297752,49.861362
153383_66,70.344864,5.994525
153383_67,78.35689,53.198597
153383_68,74.99602,14.927953
153383_69,37.235313,4.6893497
153383_70,39.390705,6.2663503
153383_71,88.55423,56.17384
153383_73,21.456394,61.345592
153383_74,61.29476,62.283062
153383_75,58.560646,25.21494
153383_76,63.10846,62.01366
153383_77,82.04396,17.828812
153383_78,89.50516,55.05581
153383_79,85.42185,53.148815
153383_80,90.99391,38.854576
153383_81,50.511276,39.25567
153383_82,54.527966,5.019412
153383_83,74.948494,23.545588
153383_84,75.021576,60.72931
153383_86,48.813812,60.285957
153384_1,61.20556,63.65689
153384_2,66.77784,60.189056
153384_3,42.738476,2.540235
153384_4,27.225626,56.041676
153384_5,75.88715,9.484553
153384_6,69.391785,64.79198
153384_7,49.87597,2.5984066
153384_9,77.486664,43.95193
153384_10,83.18949,44.495872
153384_11,52.013084,8.274763
153384_12,89.498764,62.04853
153384_15,64.67549,56.061176
153384_16,66.91235,7.326599
153384_17,53.148376,60.71684
153384_18,51.24997,2.8057823
153384_19,77.90282,32.58052
153384_20,88.2676,4.691836
153384_21,50.479485,51.78414
153384_23,46.734947,26.041645
153384_24,55.00303,60.55544
153384_25,71.45691,57.266438
153384_27,77.641014,56.076958
153384_28,81.06593,61.03765
153384_29,88.92143,10.086022
153384_30,65.978714,59.733448
153384_32,81.14621,21.470037
153384_33,56.981976,63.289062
153384_34,91.28036,48.55897
153384_35,32.66256,2.9238782
153384_36,95.86894,29.053425
153384_37,40.4716,43.237343
153384_38,28.936163,40.0906
153384_39,45.779224,65.25452
153384_40,37.252808,6.7546997
153384_43,77.62598,7.130365
153384_44,59.40523,21.933573
153384_45,73.616035,10.26329
153384_46,85.3116,57.13155
153384_48,93.32094,61.988304
153384_49,17.663042,3.5804965
153384_50,67.313324,55.394646
153384_51,93.80552,15.685104
153384_52,41.919224,60.91488
153384_53,65.785446,16.9811
153384_54,93.63487,5.373143
153384_55,80.89973,5.057631
153384_58,89.82341,49.956352
153384_60,59.384785,7.1497993
153384_61,78.64231,36.956245
153384_62,78.31907,10.721129
153384_63,71.05739,5.4417963
153384_65,34.665634,3.2682242
153384_66,26.301569,8.727982
153384_69,92.89691,6.9002485
153384_70,40.073364,7.127262
153384_71,32.151573,2.845796
153384_73,25.35713,59.93161
153384_74,41.716473,66.07731
153384_75,81.90789,17.539341
153384_76,33.03263,52.54425
153384_77,99.429405,19.812826
153384_80,67.545746,9.269557
153384_81,80.40785,6.203244
153384_82,78.506294,9.41716
153384_85,83.55999,48.60529
153384_86,73.49958,6.4271736
153384_87,50.34047,57.446556
153384_88,50.299675,15.184294
153384_89,91.20677,3.4122868
153384_90,64.82268,1.5142581
153384_91,48.987366,48.457146
153384_93,63.890095,7.12675
153384_94,42.834835,39.067337
153384_95,91.29746,16.228275
153384_96,84.8064,23.378223
153384_97,27.872501,2.7517478
153384_98,64.14522,60.342274
153384_99,28.24527,2.3594906
153384_100,93.8675,34.555016
153384_101,52.609913,45.02356
153384_103,40.400646,49.012524
153384_104,70.293976,63.63601
153384_105,62.30066,6.958159
153384_106,45.36054,40.14561
153384_107,70.31529,54.938988
153384_108,90.89369,7.794338
153384_109,84.35566,47.461185
153384_110,68.172516,53.670708
153384_111,82.70168,62.544373
153384_113,42.329987,33.12425
153384_114,98.375694,33.24279
153384_116,96.373634,34.936142
153384_117,87.98916,53.751507
153384_119,93.79434,36.091305
153385_1,72.22348,65.684006
153385_2,45.86686,8.769567
153385_3,56.140343,61.71284
153385_4,11.346936,62.90075
153385_5,64.21238,4.46835
153385_6,30.071146,62.83834
153385_7,53.526928,64.78758
153385_8,83.9625,49.38871
153385_9,80.20352,58.815422
153385_10,88.49519,57.634834
153385_11,78.566864,25.075903
153385_12,45.630024,54.807167
153385_13,19.97316,37.77759
153385_16,73.550514,24.181774
153385_17,63.698143,59.97126
153385_18,73.81555,53.0166
153385_19,39.530483,65.56433
153385_20,46.232098,66.58954
153385_21,57.137836,62.502434
153385_22,83.16383,61.464172
153385_23,84.47681,58.179443
153385_24,37.42172,61.489075
153385_25,40.512848,42.40327
153385_26,81.78059,40.79937
153385_28,71.90492,64.14275
153385_30,19.211342,50.075134
153385_31,71.27505,7.604567
153385_34,61.596413,6.4517517
153385_35,41.41159,57.453835
153385_36,87.552505,60.133545
153385_38,90.26516,19.426441
153385_39,69.87468,48.974228
153385_40,89.15766,43.910954
153385_41,64.80168,8.298249
153385_42,36.840603,55.110615
153385_43,27.740707,65.45575
153385_44,8.118981,5.8127065
153385_45,87.80711,54.37736
153385_47,87.66654,43.78288
153385_48,38.082054,56.893166
153385_49,28.939884,37.167473
153385_50,51.670063,5.7156386
153385_51,63.017906,60.214256
153385_52,91.342415,19.87399
153385_53,82.994354,33.975704
153385_54,63.1074,47.603355
153385_55,74.76192,14.308957
153385_58,55.69209,58.390846
153385_59,90.81644,16.93803
153385_60,96.92807,16.733257
153385_61,78.77913,57.56842
153385_63,68.28891,43.235016
